lichess_dataset_index,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
40462,145vO,r4rk1/pNq1npbp/n1p1b1p1/4p3/P1P5/B2PP1P1/5PBP/1R1QK1NR w K - 1 16,a3e7 c7e7,1497,273,100,9,equality middlegame oneMove,https://lichess.org/R14urdJ9#31
40487,147kI,r1b2rk1/1ppnq1p1/p6p/3PP3/5B1b/2N2R1P/PP4P1/R2Q1BK1 w - - 1 20,f1c4 e7c5 g1h1 c5c4,1558,500,100,3,equality fork middlegame short,https://lichess.org/IMp32LnG#39
40488,147oI,7k/1p4p1/p1p1Q2p/8/1P1rBP2/P6P/3r2PK/5b2 b - - 2 36,d4d6 e6e8,1149,95,100,136,endgame mate mateIn1 oneMove,https://lichess.org/br7OXK5X/black#72
40496,148q3,r4rk1/ppp1bppp/5n2/4P3/2B5/2N2b2/PPP3PP/3R1RK1 w - - 0 14,e5f6 e7c5 g1h1 f3d1,1500,500,100,0,crushing short,https://lichess.org/0yYgIYAL#27
40503,149n6,3r2nr/ppp2k1p/8/4Q3/1bP5/1P3p2/P4PPP/5K1R w - - 3 20,e5h8 d8d1,636,80,100,305,endgame mate mateIn1 oneMove,https://lichess.org/2PbPHqs5#39
40505,149qX,2r2rk1/p2q2pp/1p3p2/3p1p2/1P1QN2N/P5PP/4PPB1/6K1 b - - 0 23,c8c4 e4f6 f8f6 g2d5 g8f8 d4c4,1884,161,100,16,crushing discoveredAttack fork long middlegame,https://lichess.org/ttP0pVYn/black#46
40506,14A8U,8/6p1/2R5/r3KBkp/4P1p1/8/8/8 w - - 4 54,e5e6 g7g6 f5g4 h5g4,1700,161,100,22,crushing endgame short trappedPiece,https://lichess.org/EGrO08mD#107
40510,14APe,1br5/5p1p/8/PP1pPp2/3P2k1/4KN2/1B3P1P/8 w - - 3 38,b5b6 f5f4 e3e2 c8c2 e2d3 c2b2,1342,243,100,11,crushing endgame fork long,https://lichess.org/cnAMenqQ#75
40513,14Aad,r4r1k/4Nppb/2p1n2p/pp2q3/4P3/PP4P1/2P3BP/3RQRK1 w - - 2 24,e7c6 e5c5 f1f2 c5c6,1093,75,100,363,crushing fork master middlegame short,https://lichess.org/jqJDm73v#47
40522,14B12,5r2/6p1/8/8/5N1k/4K3/8/8 b - - 11 55,g7g5 f4g6 h4g4 g6f8,1567,500,100,5,endgame equality fork short,https://lichess.org/orOPtABr/black#110
40525,14BCa,8/8/1p6/p1p1p3/P3P1k1/1P1PK2p/7P/8 b - - 7 45,g4h4 e3f3 h4h5 f3g3 h5g5 g3h3,1125,77,100,191,crushing endgame long pawnEndgame zugzwang,https://lichess.org/tqF5r4B9/black#90
40532,14Bs6,2r5/8/8/2K1Pk1p/1p1P2p1/1R6/7P/8 w - - 5 49,c5b4 c8b8 b4c3 b8b3,1199,206,100,7,crushing endgame rookEndgame short,https://lichess.org/gaqySs6L#97
40534,14CQ8,1k6/ppp1r2p/2B5/3Q4/1P6/P1q2P1P/8/5R1K b - - 0 28,c3c6 d5d8,1020,242,100,18,endgame mate mateIn1 oneMove,https://lichess.org/3UvQdWe4/black#56
40541,14CiY,5r2/pR3r1k/2P2q1p/3p2pn/P2Np3/4P1Q1/5PPP/1R4K1 w - - 2 35,b7f7 f8f7 b1b2 h5g3,1295,308,100,7,crushing master middlegame short,https://lichess.org/BkvRd1M4#69
40545,14DCI,7k/4np2/3p3p/8/p2PPn1P/PpN1BR2/1P1Q2rK/5q2 w - - 3 35,d2g2 f1g2,1066,114,100,57,mate mateIn1 middlegame oneMove,https://lichess.org/b06ibLv6#69
40553,14EMQ,6k1/1bp2p1p/p3q1p1/2pr4/8/2PQ1P2/PP4PP/3R1RK1 w - - 0 24,d3e4 d5d1 e4e6 d1f1 g1f1 f7e6,1428,75,100,1576,crushing endgame long,https://lichess.org/jHvUR3b4#47
40561,14FD5,1k4r1/1pb1Bq2/p5r1/P4p2/2Ppp2p/3P1Q2/1R4PP/1R4K1 w - - 0 37,b2b7 b8a8 e7c5 c7h2 g1h2 f7b7 b1b7 e4f3,1932,300,100,4,crushing discoveredAttack middlegame veryLong,https://lichess.org/KNQPUTrp#73
40581,14H0M,8/4bp2/p1q1kp2/4pNr1/1p4P1/4P2P/1P3P2/3Q2K1 b - - 0 33,g5f5 g4f5 e6f5 d1g4,1428,74,100,1517,attraction endgame mate mateIn2 short,https://lichess.org/nwwAswCo/black#66
40601,14IjO,4R3/2r5/1p2Qp2/p1k1b3/3qB3/P5PK/7P/8 w - - 24 53,e4g2 c7h7,1331,359,100,8,endgame mate mateIn1 oneMove,https://lichess.org/SLBct93y#105
40613,14JwJ,2r2rk1/pp3ppp/2p2B2/4P3/P1q1P3/6QP/6P1/1R4K1 b - - 0 22,g7g6 g3e3 c4d4 e3d4,1784,262,100,5,crushing endgame master short,https://lichess.org/O5W8zBOy/black#44
40618,14K49,1r2r1k1/R6p/6p1/pp6/2nP1N1P/5RPK/1P6/8 b - - 0 34,a5a4 f4d5 e8f8 d5f6 f8f6 f3f6,1979,100,100,30,crushing endgame long quietMove,https://lichess.org/Q9cu2rqD/black#68
40622,14KMT,3b2r1/pp1k3p/3p1p2/4n1r1/1P2PR2/2P3P1/P2Q3P/5RK1 w - - 3 26,d2e3 d8b6 e3b6 a7b6,1106,193,100,24,crushing middlegame pin short,https://lichess.org/nQP2RQOM#51
40633,14L83,3rk3/p3p3/1p6/2p2rQ1/2Pq2P1/7P/P4PK1/1R6 w - - 0 34,g4f5 d4e4 g2h2 e4b1 g5g8 e8d7 g8e6 d7c7,1659,184,100,18,crushing endgame fork veryLong,https://lichess.org/oezzSyQp#67
40650,14Nem,8/3b1p1p/3k2p1/1P1p1pP1/B2P3P/2pP4/4KP2/8 b - - 1 37,d6c7 b5b6 c7b6 a4d7,619,85,100,222,bishopEndgame crushing deflection discoveredAttack endgame short,https://lichess.org/dWMYAXhq/black#74
40663,14On0,r5k1/5pp1/p3pq2/1ppp4/8/2P5/PKP4Q/7R b - - 9 31,g7g6 h2h7 g8f8 h7h8 f6h8 h1h8 f8g7 h8a8,1645,124,100,33,crushing endgame skewer veryLong,https://lichess.org/t0VpAz60/black#62
40666,14P4G,2rr2k1/p5p1/7p/5pq1/R3p3/3P1B1P/PP3PP1/3QR1K1 w - - 0 25,d3e4 d8d1,930,92,100,65,equality middlegame oneMove,https://lichess.org/uVXoDJhv#49
40667,14P6j,r5k1/pp3p2/3p1Bp1/2p5/2Pn1QP1/3P3P/PP2q1BK/8 b - - 2 27,a8e8 f4h6 d4f3 h2g3 e2e1 g3f3 e1e2 f3g3 e2e3 h6e3,1831,201,100,5,crushing endgame veryLong,https://lichess.org/p5bZWPdi/black#54
40669,14PCi,3r2k1/p3qp1p/2B3p1/1p2n3/7Q/1P5P/P4BP1/2R3K1 b - - 6 27,e5c6 c1c6 e7h4 f2h4,1793,264,100,4,crushing endgame master short,https://lichess.org/ks2ouDS2/black#54
40682,14Q3N,7r/2R2p1k/4b1p1/p2pQ3/Nr3P2/1P4R1/P4KPq/8 b - - 8 39,b4e4 e5f6 e4e2 f2e2 h2g3 f6e6,2264,146,100,15,crushing long middlegame pin,https://lichess.org/qnL4aTrv/black#78
40690,14R3I,r4b1k/6p1/7p/r3p2P/4qp2/P4NP1/1B2nPQ1/R2R3K w - - 2 40,f3e5 a5e5 g2e4 e5e4,1500,500,100,4,crushing master middlegame short,https://lichess.org/TUqG1E00#79
40703,14T45,2k5/R3N3/1n1Kp3/7p/p4P2/7r/8/8 b - - 3 50,c8b8 e7c6 b8c8 a7c7,1659,101,100,52,endgame mate mateIn2 short,https://lichess.org/dkNyXesK/black#100
40709,14TOJ,r1b2rk1/1pqpppbp/p1n2npB/8/3NP3/2N5/PPPQBPPP/2KR3R b - - 3 10,g7h6 d2h6,1554,436,100,2,equality middlegame oneMove,https://lichess.org/uAFTntR7/black#20
40724,14UmG,1r4k1/p1Q4p/1p3bpB/3q4/1P2bP2/P2nP2P/R5P1/5RK1 b - - 0 31,d5a2 c7b8 g8f7 b8f8,1366,100,100,64,crushing hangingPiece middlegame short,https://lichess.org/l8d9noT8/black#62
40725,14Uvg,4rr1k/3P2p1/1p5p/p1p5/2Q1b3/1PB4q/1PP3P1/R4R1K w - - 0 31,h1g1 h3g2,1195,198,100,32,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/5kCYbC7Z#61
40744,14Wug,1rb1rQ1k/6pp/p2p3B/q2pP3/8/2N5/PPP3PP/R4RK1 b - - 0 20,e8f8 f1f8,1195,159,100,37,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/TbQDUVxB/black#40
40754,14XNx,r3r1k1/ppq2pp1/5n1p/2p5/4B1P1/2PQ3P/PP3P2/3R1RK1 w - - 5 23,f1e1 a8d8 d3d8 e8d8 d1d8 c7d8,1821,202,100,6,crushing long middlegame,https://lichess.org/n5IP8ugi#45
40760,14Xim,r1b2qk1/1p3p2/3p2p1/1p6/2pnP3/PP4QP/B1P2PP1/R4RK1 w - - 1 21,g3e3 d4c2,1470,474,100,1,equality middlegame oneMove,https://lichess.org/pn9CgxeT#41
40761,14Xoy,8/8/2kn1P2/3pK2p/1P6/7B/8/8 b - - 0 50,h5h4 b4b5 c6c5 b5b6 d6f7 e5e6,1798,199,100,6,crushing endgame long,https://lichess.org/3njszg78/black#100
40762,14XpM,r1bq2kr/pppp2pp/2n5/2b1P1N1/3p2n1/1QP5/PP3PPP/RNB1K2R b KQ - 3 9,g8f8 b3f7,921,76,100,629,mate mateIn1 oneMove opening,https://lichess.org/TIAioS3g/black#18
40766,14Y1g,3N4/1P6/8/4R3/1r3p2/8/2K1pk2/8 w - - 2 61,c2c3 b4b6 d8e6 f4f3 e6g5 b6b7,1500,500,100,1,crushing endgame long,https://lichess.org/6mUc78Yd#121
40771,14YDO,6k1/4R3/8/3p2p1/4p1P1/3r4/5K2/8 b - - 1 49,e4e3 f2e2,2134,81,100,91,defensiveMove endgame equality oneMove rookEndgame,https://lichess.org/ilx0b0tf/black#98
40775,14YS7,r4qk1/4p3/pp1pp3/2p5/4B3/1P2P1P1/PQPP4/6K1 b - - 2 25,f8g7 b2g7 g8g7 e4a8,1725,230,100,4,crushing endgame short,https://lichess.org/99awETMa/black#50
40786,14Zti,5r2/pQ4pk/2p4p/4P1q1/3Pp3/P3P3/1P4PP/4RK2 w - - 1 27,f1g1 g5f5 h2h3 f5f2 g1h2 f2e1,2355,169,100,15,crushing endgame fork long,https://lichess.org/TKnlv6jp#53
40790,14a4m,5R2/6K1/8/7P/2r5/4k3/5p2/8 w - - 4 56,h5h6 c4g4 g7h8 g4f4 f8f4 e3f4,2091,87,100,47,crushing endgame long rookEndgame,https://lichess.org/sBoVjLMo#111
40796,14aOm,5r1k/p6p/6p1/1B1n4/3r4/1P4P1/P4P1P/R4RK1 w - - 1 24,f1d1 d4d1 a1d1 d5c3,1438,500,100,0,endgame equality short,https://lichess.org/XXYPfi1Q#47
40797,14aQn,1r1qrn2/4bpkp/1p1p2p1/p1p1pP1n/Q1P1P1RP/3PB3/PP2N3/2K3R1 b - - 2 24,e7h4 g1h1 h5f4 e3f4,1903,295,100,6,equality middlegame short,https://lichess.org/L3SBys8W/black#48
40799,14aX4,8/8/5q2/2b3kp/2P2p1p/8/1Q3PP1/5BK1 w - - 6 71,b2b5 f6d4 b5c5 d4c5,1905,236,100,6,crushing endgame short,https://lichess.org/d0LjcsRS#141
40803,14alr,8/p7/8/1B4KP/4p3/1P2kp2/P1r5/5R2 w - - 0 41,h5h6 c2c5 g5g4 c5b5 h6h7 b5b8 f1e1 e3d3,2083,148,100,13,crushing defensiveMove endgame fork veryLong,https://lichess.org/Jgw2NWFN#81
40807,14bOq,r5k1/5R1p/b2pn3/p1p3q1/2PnP3/B2P3P/6BN/5QK1 w - - 3 31,a3c1 g5c1 f1c1 d4e2 g1f2 e2c1,1836,231,100,11,attraction crushing exposedKing fork long sacrifice,https://lichess.org/wgm91HKO#61
40817,14cYV,rnq2rk1/5pp1/p2pp2p/2pb1n2/3P2N1/P1PB4/4Q1PP/1RB2RK1 w - - 0 18,f1f5 e6f5 g4f6 g7f6,1640,500,100,0,equality middlegame short,https://lichess.org/S1i5jKmW#35
40818,14csO,4q1k1/1b3r1p/pN3np1/2pp4/3p3P/3P1B2/PPP2PP1/R2Q2K1 w - - 0 20,b6c4 d5c4 f3b7 f7b7,1416,388,100,1,crushing middlegame short,https://lichess.org/xO23r56k#39
40821,14cyS,2rq1rk1/1b3p1R/p5p1/1p1pPNb1/4n3/1P1BBQ2/2P3PP/2R3K1 b - - 0 22,g5e3 f3e3 g6f5 e3h6 d8b6 h6b6,1710,332,100,1,crushing long middlegame,https://lichess.org/UsTVGfdQ/black#44
40823,14d8Y,4rrk1/pp1b2b1/6p1/2qp2Bp/8/6P1/PP1QnPBP/3R1R1K b - - 5 26,f8f2 d2d5 c5d5 g2d5 g8h7 f1f2,1969,147,100,22,crushing exposedKing fork long middlegame,https://lichess.org/0VuF0iyM/black#52
40833,14epa,3r4/3p1p2/pp1Rrkp1/7p/bPP1P3/2P2P1P/3RN1P1/6K1 w - - 4 34,e2f4 e6d6 d2d6 f6e5 d6b6 e5f4,1510,500,100,0,endgame equality long,https://lichess.org/KJx1scgL#67
40836,14fB3,2rr4/1p3pkp/p3P1p1/5n1P/2P2q2/1PN5/P2RQ1P1/3R3K w - - 1 26,e2f3 f4h4 h1g1 d8d2 d1d2 h4e1,1782,219,100,5,crushing kingsideAttack long middlegame,https://lichess.org/VnOprzum#51
40848,14gKH,r1b1k2r/p4p2/2pR3p/2n1b1q1/1p6/1B3Q2/PPP1NPPP/1K5R b kq - 2 19,c5b3 f3c6 e8f8 f2f4,1512,500,100,1,equality fork middlegame short,https://lichess.org/CUKFVDqh/black#38
40849,14gr7,2Q5/1p1P2pk/1q5p/2p5/6P1/p1P4P/PP6/1K1R4 w - - 0 31,d7d8q b6b2,1030,144,100,34,endgame mate mateIn1 oneMove,https://lichess.org/31M5aCoW#61
40850,14gsM,r2q2k1/5rpp/pp6/2pPp1b1/P3P3/3QNb2/1PB2P1P/R4RK1 w - - 0 22,e3f5 f7f5 e4f5 e5e4 d3e4 f3e4,1957,183,100,8,crushing long middlegame sacrifice,https://lichess.org/wGIy1GRU#43
40852,14h2l,8/pp2r1k1/2pn1qpp/3pR3/3P4/1P3PN1/P3Q1PP/6K1 b - - 6 28,e7e5 d4e5 f6d8 e5d6,1592,309,100,4,crushing endgame fork short,https://lichess.org/831kBTfM/black#56
40860,14hd6,r1b3k1/pp6/5p1Q/2p2P1P/2p5/5R2/P5PK/4q3 b - - 3 30,e1h4 f3h3 h4g5 h3g3 g5g3 h2g3,1490,200,100,18,crushing endgame long pin,https://lichess.org/y7DG1kUJ/black#60
40863,14iF1,r4rk1/ppp2ppp/8/3Pn1q1/1P1Q1Rb1/P1N1P1P1/B6P/4R1K1 w - - 1 20,c3e4 g5f4 g3f4 e5f3 g1f2 f3d4,1672,74,100,354,crushing fork long middlegame sacrifice,https://lichess.org/7jkBlmEj#39
40882,14k6A,2R5/r4pbk/3N2p1/3p3p/1P1P4/6P1/5PKP/8 b - - 0 33,g7d4 d6b5 a7b7 b5d4,1227,76,100,365,crushing endgame fork short,https://lichess.org/WAH3nBQ1/black#66
40892,14kt2,2kbr3/1p3R2/p1q4p/6p1/P7/6B1/3Q2PP/6K1 b - - 0 38,c6a4 d2d6 a4a1 f7f1,1904,240,100,7,crushing defensiveMove endgame short,https://lichess.org/sFgBTzM6/black#76
40895,14l4U,3r4/R1k5/3b2p1/1pp2pPp/7P/8/3r1PB1/4R1K1 b - - 1 39,c7b6 a7b7 b6a5 e1b1 d2d1 b1d1,1938,207,100,5,crushing endgame long,https://lichess.org/tvdFgfBu/black#78
40899,14lhO,5rk1/1R3pbp/6p1/1N1Pn2n/4P3/2p1BP1P/1qQ3P1/5BK1 w - - 4 35,c2c3 e5f3 g2f3 g7c3,1300,196,100,15,crushing discoveredAttack middlegame short,https://lichess.org/Rx3QyZBQ#69
40903,14m20,r4rk1/3R3p/p3pqp1/8/2Q1B3/1Pn1n3/P4PPP/5R1K w - - 1 24,f2e3 f6f1 c4f1 f8f1,749,76,100,126,backRankMate mate mateIn2 middlegame short,https://lichess.org/ocHoYsoh#47
40907,14m86,3r3k/p3b1p1/2p1b3/4B2p/4P3/1P4P1/PKP4P/5R2 b - - 2 27,e7f6 f1f6 g7f6 e5f6 h8g8 f6d8,1733,197,100,14,crushing endgame fork long,https://lichess.org/aPK0MQjV/black#54
40908,14m8Y,r5k1/6pn/2Q1b2p/1p2prqN/8/1P1P3P/2P3P1/1R3RK1 b - - 0 27,f5f1 b1f1 a8f8 c6e6 g8h8 f1f8,1655,227,100,8,crushing deflection long middlegame,https://lichess.org/aOy9d3z1/black#54
40915,14mdA,2r1r3/8/1np1pkpp/p4p2/P1BR4/1P3P2/2P2KPP/4R3 b - - 7 27,c8d8 d4d8 e8d8 e1e6,1539,279,100,3,crushing endgame short,https://lichess.org/bBJWtFD4/black#54
40922,14nEZ,8/p6p/2k3p1/2P2p2/P2K3P/8/6P1/8 b - - 0 33,h7h6 d4e5 c6c5 e5f6,1315,84,100,72,crushing endgame pawnEndgame short,https://lichess.org/GktGRdmN/black#66
40927,14nQd,7b/p1Rr1p1k/4p1p1/Pb2P3/3p1q2/3P4/4QPBP/2R3K1 w - - 4 33,c7d7 f4c1 e2f1 c1f1 g1f1 b5d7,1750,142,100,28,crushing hangingPiece long middlegame,https://lichess.org/ef9HeWay#65
40931,14nlr,r4rk1/1p1b1p1p/4p1p1/2b3N1/3q4/1B2B1Q1/P4PPP/2n2RK1 w - - 0 21,e3d4 c1e2 g1h1 e2g3,1191,217,100,14,crushing fork middlegame short,https://lichess.org/hV2ikz0F#41
40940,14oxt,4k2r/Qb1r1ppp/5n2/8/4p3/B1P2P2/P4KPP/8 b k - 0 22,e4f3 a7b8 b7c8 b8c8,1700,332,100,1,crushing endgame short,https://lichess.org/VRVBCJfb/black#44
40941,14pDC,6rk/1p5p/p2PPp1p/5pq1/3Q4/7P/PP3Pr1/R4R1K w - - 0 25,e6e7 g2h2 h1h2 g5g2,1503,74,100,294,attraction endgame kingsideAttack mate mateIn2 sacrifice short,https://lichess.org/INjGjJgQ#49
40965,14qmC,8/4kp2/6pp/1Bqp4/p6P/6P1/1Q2KP2/8 w - - 5 42,b5a4 c5c4 e2e1 c4a4,1558,500,100,3,endgame equality fork short,https://lichess.org/z0q4nDZX#83
40967,14qoP,8/p3Q1kp/2p5/1pNb4/3Pp3/2P2p2/PP3q2/7K b - - 7 42,g7h8 e7f8 d5g8 f8f6,1473,168,100,21,endgame mate mateIn2 short,https://lichess.org/lgcQ5PGV/black#84
40968,14qqM,r4qk1/pb3pbp/1p4p1/3n4/8/5NP1/P4PBP/1R1QR1K1 w - - 0 18,f3g5 d5c3 g2b7 c3d1,1611,500,100,0,equality fork middlegame short,https://lichess.org/LzmO6MNL#35
40972,14rCB,5r2/ppp5/3p1p1k/3P4/2PQ4/8/PP2rq2/2K4R b - - 1 27,h6g6 d4g4 g6f7 h1h7 f7e8 g4d7,1638,122,100,35,endgame long mate mateIn3,https://lichess.org/RFCUo9gL/black#54
40995,14ssy,8/R4pkp/5np1/1p2N3/pP3KP1/r6P/5P2/8 b - - 1 35,a3a2 a7f7 g7g8 f7f6 a2f2 e5f3,2036,211,100,6,crushing defensiveMove deflection endgame long,https://lichess.org/y101xH3G/black#70
41002,14u25,2r1b1k1/1p4P1/2r2p2/3p4/3Qp3/Pq5P/1P6/K2R1R2 b - - 0 42,c6c2 d4f6 b3b2 f6b2 c2b2 a1b2,1500,500,100,2,crushing long middlegame,https://lichess.org/jNOJiWgc/black#84
41003,14u93,Q5k1/5pp1/7p/1p2P3/8/1P5q/P1r5/4R1K1 b - - 3 38,g8h7 a8e4 h7h8 e4c2 h3g3 g1f1,1682,149,100,23,crushing defensiveMove endgame fork long,https://lichess.org/aizyT9dB/black#76
41004,14uAp,8/1pp2p2/5k2/P2p1N1p/1P1P1K1P/1n6/8/8 b - - 0 48,b3d2 b4b5 d2c4 a5a6 b7a6 b5a6,2017,83,100,54,crushing endgame knightEndgame long quietMove,https://lichess.org/xlY5NQZQ/black#96
41005,14uCs,1Rr2b1r/1R1k1ppp/4pn2/4p3/8/4B3/P1P2PPP/6K1 b - - 5 26,d7d8 e3b6 d8e8 b8c8,1347,241,100,10,deflection mate mateIn2 middlegame pin short,https://lichess.org/YmzlIDjU/black#52
41006,14uFk,2r2k1r/p1q2b1p/5p2/3B1P2/2n2bP1/2N4P/PPP1Q3/1K1R2NR b - - 5 25,f7d5 c3d5 c7b7 c2c3,1920,199,100,11,crushing defensiveMove middlegame short,https://lichess.org/1Yt3pdlJ/black#50
41028,14wkx,1r3rk1/1p4p1/p2b1p2/2p2Pp1/4B3/2N2P2/Pn5P/1R4RK b - - 1 28,b2c4 e4d5 g8h8 d5c4,823,77,100,454,advantage fork middlegame short,https://lichess.org/wIFl2zBG/black#56
41033,14x2b,8/8/7p/p2p1k2/P2P1Pp1/4K3/6P1/8 b - - 0 41,g4g3 e3f3 h6h5 f3g3 f5e4 g3h4,996,84,100,82,crushing endgame long pawnEndgame zugzwang,https://lichess.org/GMuKFSeW/black#82
41034,14x6R,2r4r/1b2k3/p2ppR2/1p2n3/3NP1pp/P2B3P/1PP3PK/5R2 b - - 1 24,e7d7 f6f7 e5f7 f1f7 d7e8 f7b7,1042,117,100,34,crushing long middlegame sacrifice skewer,https://lichess.org/lMkBVv5Z/black#48
41035,14xCd,2r2rk1/6p1/p3p3/q3p3/1bp4Q/1PN1B2P/P1P3P1/1K3R1R b - - 0 24,b4c3 f1f8 c8f8 h4c4,1815,246,100,4,crushing middlegame short,https://lichess.org/LTSFbtLA/black#48
41066,14zsN,8/1R2pr1p/6p1/8/8/R2k3P/5rP1/7K b - - 2 36,d3e2 b7b2 e2d1 a3a1,1631,216,100,8,endgame mate mateIn2 rookEndgame short,https://lichess.org/etCOVsNg/black#72
41079,150rl,2q3k1/6p1/1p1BpnNp/3p1p2/1PnP4/P2Q1P2/6PP/1B4K1 b - - 0 26,c4d6 g6e7 g8f7 e7c8,1155,259,100,9,crushing endgame fork short,https://lichess.org/kxEntre9/black#52
41090,151tF,6k1/3rqpp1/p6p/1p2PQ1P/6N1/8/5PP1/R5K1 w - - 0 33,a1a6 d7d1 g1h2 e7h4,838,77,100,93,endgame mate mateIn2 short,https://lichess.org/sdKObBCa#65
41105,152vW,6rk/p6p/8/7R/1p1P4/1Pr4P/P4n1K/1B1R4 b - - 2 35,f2d1 h5h7,1026,193,100,29,endgame mate mateIn1 oneMove,https://lichess.org/aQY8x3Kh/black#70
41117,153t9,3r1k2/8/R2N2p1/2P1P1Pp/1p2KP2/1n6/8/8 w - - 0 49,c5c6 b3c5 e4e3 c5a6,1292,334,100,8,crushing endgame fork short,https://lichess.org/zx2gKTUA#97
41122,15433,4r3/8/3R4/1k4p1/6Pp/5P1K/8/8 b - - 0 54,e8f8 d6d5 b5c6 d5g5 f8f3 h3h4,1657,184,100,6,crushing endgame long rookEndgame,https://lichess.org/S1ztyJXv/black#108
41137,1556Z,3r1r1k/p3q2B/1p2ppQ1/3b3p/3B1P2/2P4P/PP4P1/4R2K b - - 1 28,e7h7 d4f6 f8f6 g6f6 h7g7 f6d8,1374,137,100,40,crushing exposedKing fork long middlegame,https://lichess.org/o7KYmIQQ/black#56
41144,155qL,3b4/r4qk1/8/3N1p2/3Q3n/1Bp4P/P6N/7K b - - 3 40,g7h6 d4h8 f7h7 h8d8,1957,147,100,19,crushing fork middlegame short,https://lichess.org/1XHkPSRW/black#80
41146,1563I,r1b1k1r1/pp1p1p2/3Pp2p/5q2/3Q3p/3P2P1/PP3P1P/R3K2R b KQq - 2 22,g8g4 d4h8 g4g8 h8g8,1084,234,100,10,mate mateIn2 middlegame short,https://lichess.org/zczyiZd5/black#44
41152,156UK,1r2r1Qk/pp1n2bp/6pN/4PpB1/3P4/2P4P/Pq4P1/R4RK1 b - - 6 21,e8g8 h6f7,866,106,100,100,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/2ohDBYJZ/black#42
41167,157ko,8/5pk1/6p1/2b4p/7P/5Q2/q4PP1/3R2K1 w - - 2 34,f3d5 a2f2 g1h2 f2h4,1485,131,100,40,endgame mate mateIn2 short,https://lichess.org/E2IA4qWA#67
41169,157zO,6k1/4pp2/6p1/3pb3/P2B2P1/1P3P2/2Q3K1/4q3 w - - 0 32,d4e5 e1e5,821,227,100,21,endgame equality oneMove,https://lichess.org/hdm0ZI6I#63
41184,159Hv,r6k/8/5R1N/p7/8/2n4P/5KP1/8 w - - 3 38,h6f5 c3e4 f2e2 e4f6,1672,301,100,11,crushing endgame fork short,https://lichess.org/XXCRIeBF#75
41189,15A5S,6rk/3R1p1p/1r6/1p1P4/4B3/P7/1P3P1K/2R5 w - - 7 31,d7f7 b6h6,1151,128,100,49,endgame mate mateIn1 oneMove,https://lichess.org/illpJkIC#61
41196,15B0Y,2r3k1/p4pp1/1q5p/7b/2B5/2Q2PP1/PP3K1P/R7 w - - 5 27,f2g2 c8c4 c3c4 b6b2 g2h3 b2a1,1547,174,100,20,crushing deflection endgame fork long,https://lichess.org/6pJ7gAzH#53
41198,15BYe,2b2r2/p1k3p1/2p5/2N3rp/4P3/1P3P1P/P2R1BK1/7R w - - 7 30,g2h2 f8f3 c5d7 c8d7 d2d7 c7d7,1464,276,100,5,crushing long middlegame,https://lichess.org/tu2bvonD#59
41201,15BpX,1rb1r1k1/p6p/3R2p1/2p2p2/1p2PB2/5B1P/PbP2PP1/4R1K1 b - - 1 21,b2e5 e4f5 e5f4 e1e8,1925,144,100,22,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/91TqIT5v/black#42
41233,15Esv,3r4/7R/6B1/4p1kP/4Kb2/5P2/8/8 w - - 13 56,h7f7 d8d4,1241,188,100,35,endgame mate mateIn1 oneMove,https://lichess.org/B1OlaZU0#111
41234,15EtE,3r3k/p5p1/1p1bp3/5p2/2P1B3/1P3P2/PBQ2P1q/3R1K2 w - - 0 26,c2c3 h2h1 f1e2 h1d1 e2d1 d6e5 c3d2 d8d2 d1d2 e5b2,1551,500,100,3,discoveredAttack equality middlegame sacrifice veryLong,https://lichess.org/iTNiy532#51
41236,15FEc,1r1rb1k1/RP3p1p/1q4p1/3B4/2PQ4/8/4NK1P/8 b - - 2 27,b8b7 a7b7 b6b7 d5b7 d8d4 e2d4,1434,258,100,6,crushing long middlegame,https://lichess.org/zM0EdW7V/black#54
41237,15FJ1,1k2R3/2p5/1pPn4/5N2/6pp/7r/2K5/8 b - - 1 56,d6c8 f5e7 b8a7 e8c8 a7a6 c8c7,1791,227,100,7,crushing endgame long,https://lichess.org/pbSqtPe0/black#112
41241,15Fe6,6rr/1bkn3p/p5q1/1pbB4/8/P1Q5/1P2N1PP/3R1R1K w - - 1 27,d5g8 g6g2,633,94,100,142,mate mateIn1 middlegame oneMove,https://lichess.org/DGPigHHB#53
41242,15Fic,r3k2r/2qnbppp/4p3/p3P2N/1pPQ4/5P2/1P3P1P/R1BR2K1 b kq - 0 19,d7e5 h5g7 e8f8 c1h6,1812,175,100,9,crushing defensiveMove middlegame short,https://lichess.org/PODfBbaE/black#38
41245,15G15,q3rbk1/5pp1/3p3p/1p1Np3/4P3/2P2P2/1P4PP/3Q1RK1 w - - 0 22,d5c7 a8a7 g1h1 a7c7,857,76,100,166,crushing endgame fork master short,https://lichess.org/ixBIYJXc#43
