raw_id,raw_split,split,input,output
9975,train,0,Women 's 800 metres :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9976,train,0,1. Ana Fidelia Quirot ( Cuba ) 1 minute 58.98 seconds,"{""person"": [""Ana Fidelia Quirot""], ""organization"": [], ""location"": [""Cuba""], ""miscellaneous"": []}"
9977,train,0,2. Letitia Vriesde ( Surinam ) 2:00.39,"{""person"": [""Letitia Vriesde""], ""organization"": [], ""location"": [""Surinam""], ""miscellaneous"": []}"
9978,train,0,3. Inez Turner ( Jamaica ) 2:00.91,"{""person"": [""Inez Turner""], ""organization"": [], ""location"": [""Jamaica""], ""miscellaneous"": []}"
9979,train,0,Men 's high jump :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9980,train,0,1. Wolfgang Kreissig ( Germany ) 2.20 metres,"{""person"": [""Wolfgang Kreissig""], ""organization"": [], ""location"": [""Germany""], ""miscellaneous"": []}"
9981,train,0,2. Kostantin Matusevitch ( Israel ) 2.20,"{""person"": [""Kostantin Matusevitch""], ""organization"": [], ""location"": [""Israel""], ""miscellaneous"": []}"
9982,train,0,3. Michele Buiatti ( Italy ) 2.15,"{""person"": [""Michele Buiatti""], ""organization"": [], ""location"": [""Italy""], ""miscellaneous"": []}"
9983,train,0,Men 's 800 metres :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9984,train,0,1. Robert Kibet ( Kenya ) 1:45.24,"{""person"": [""Robert Kibet""], ""organization"": [], ""location"": [""Kenya""], ""miscellaneous"": []}"
9985,train,0,2. Vincent Malakwen ( Kenya ) 1:45.62,"{""person"": [""Vincent Malakwen""], ""organization"": [], ""location"": [""Kenya""], ""miscellaneous"": []}"
9986,train,0,3. Philip Kibitok ( Kenya ) 1:46.09,"{""person"": [""Philip Kibitok""], ""organization"": [], ""location"": [""Kenya""], ""miscellaneous"": []}"
9987,train,0,Women 's javelin :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9988,train,0,1. Oksana Ovchinnikova ( Russia ) 58.94 metres,"{""person"": [""Oksana Ovchinnikova""], ""organization"": [], ""location"": [""Russia""], ""miscellaneous"": []}"
9989,train,0,2. Natalya Shikolenko ( Belarus ) 57.44,"{""person"": [""Natalya Shikolenko""], ""organization"": [], ""location"": [""Belarus""], ""miscellaneous"": []}"
9990,train,0,3. Silke Renk ( Germany ) 56.70,"{""person"": [""Silke Renk""], ""organization"": [], ""location"": [""Germany""], ""miscellaneous"": []}"
9991,train,0,Women 's 400 metres hurdles :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9992,train,0,1. Virna De Angeli ( Italy ) 55.66,"{""person"": [""Virna De Angeli""], ""organization"": [], ""location"": [""Italy""], ""miscellaneous"": []}"
9993,train,0,2. Natalya Torshina ( Kazakhstan ) 55.99,"{""person"": [""Natalya Torshina""], ""organization"": [], ""location"": [""Kazakhstan""], ""miscellaneous"": []}"
9994,train,0,3. Anna Knoroz ( Russia ) 57.02,"{""person"": [""Anna Knoroz""], ""organization"": [], ""location"": [""Russia""], ""miscellaneous"": []}"
9995,train,0,Men 's 400 metres hurdles :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9996,train,0,1. Lauren Ottoz ( Italy ) 49.16,"{""person"": [""Lauren Ottoz""], ""organization"": [], ""location"": [""Italy""], ""miscellaneous"": []}"
9997,train,0,2. Brian Bronson ( U.S. ) 49.67,"{""person"": [""Brian Bronson""], ""organization"": [], ""location"": [""U.S.""], ""miscellaneous"": []}"
9998,train,0,3. John Ridgeon ( Britain ) 49.83,"{""person"": [""John Ridgeon""], ""organization"": [], ""location"": [""Britain""], ""miscellaneous"": []}"
9999,train,0,"Men 's 3,000 metres :","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
10000,train,0,1. Luke Kipkosgei ( Kenya ) 7:46.91,"{""person"": [""Luke Kipkosgei""], ""organization"": [], ""location"": [""Kenya""], ""miscellaneous"": []}"
10001,train,0,2. Alessandro Lambruschini ( Italy ) 7:47.78,"{""person"": [""Alessandro Lambruschini""], ""organization"": [], ""location"": [""Italy""], ""miscellaneous"": []}"
10002,train,0,3. Richard Kosgei ( Kenya ) 7:48.38,"{""person"": [""Richard Kosgei""], ""organization"": [], ""location"": [""Kenya""], ""miscellaneous"": []}"
10003,train,0,GOLF - BRITISH MASTERS FIRST ROUND SCORES .,"{""person"": [], ""organization"": [], ""location"": [""GOLF""], ""miscellaneous"": [""BRITISH MASTERS""]}"
10004,train,0,"NORTHAMPTON , England 1996-08-28","{""person"": [], ""organization"": [], ""location"": [""NORTHAMPTON"", ""England""], ""miscellaneous"": []}"
10005,train,0,Leading completed,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
10006,train,0,first-round scores in the rain-affected British Masters golf,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""British Masters""]}"
10007,train,0,championship at Collingtree Park on Wednesday ( Britain unless,"{""person"": [], ""organization"": [], ""location"": [""Collingtree Park"", ""Britain""], ""miscellaneous"": []}"
10008,train,0,stated ) :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
10009,train,0,66 Gavin Levenson ( South Africa ),"{""person"": [""Gavin Levenson""], ""organization"": [], ""location"": [""South Africa""], ""miscellaneous"": []}"
10010,train,0,68 Colin Montgomerie,"{""person"": [""Colin Montgomerie""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
10011,train,0,"69 Jose Coceres ( Argentina ) , Raymond Russell , Robert Allenby","{""person"": [""Jose Coceres"", ""Raymond Russell"", ""Robert Allenby""], ""organization"": [], ""location"": [""Argentina""], ""miscellaneous"": []}"
10012,train,0,"( Australia ) , David Gilford , Stuart Cage , Mike Clayton","{""person"": [""David Gilford"", ""Stuart Cage"", ""Mike Clayton""], ""organization"": [], ""location"": [""Australia""], ""miscellaneous"": []}"
10013,train,0,"( Australia ) , Mark Roe , Emanuele Canonica ( Italy )","{""person"": [""Mark Roe"", ""Emanuele Canonica""], ""organization"": [], ""location"": [""Australia"", ""Italy""], ""miscellaneous"": []}"
10014,train,0,"70 Francisco Cea ( Spain ) , David Howell , Peter Hedblom","{""person"": [""Francisco Cea"", ""David Howell"", ""Peter Hedblom""], ""organization"": [], ""location"": [""Spain""], ""miscellaneous"": []}"
10015,train,0,( Sweden ),"{""person"": [], ""organization"": [], ""location"": [""Sweden""], ""miscellaneous"": []}"
10016,train,0,"71 Steven Bottomley , Ove Sellberg ( Sweden ) , Joakim Haeggman","{""person"": [""Steven Bottomley"", ""Ove Sellberg"", ""Joakim Haeggman""], ""organization"": [], ""location"": [""Sweden""], ""miscellaneous"": []}"
10017,train,0,"( Sweden ) , Stephen Ames ( Trinidad and Tobago ) , Klas Eriksson","{""person"": [""Stephen Ames"", ""Klas Eriksson""], ""organization"": [], ""location"": [""Sweden"", ""Trinidad and Tobago""], ""miscellaneous"": []}"
10018,train,0,"( Sweden ) , Roger Chapman , Mark Davis , Pierre Fulke ( Sweden ) ,","{""person"": [""Roger Chapman"", ""Mark Davis"", ""Pierre Fulke""], ""organization"": [], ""location"": [""Sweden"", ""Sweden""], ""miscellaneous"": []}"
10019,train,0,"Martin Gates , Anders Haglund ( Sweden )","{""person"": [""Martin Gates"", ""Anders Haglund""], ""organization"": [], ""location"": [""Sweden""], ""miscellaneous"": []}"
10020,train,0,"72 Niclas Fasth ( Sweden ) , Michael Jonzon ( Sweden ) , Chistian","{""person"": [""Niclas Fasth"", ""Michael Jonzon"", ""Chistian""], ""organization"": [], ""location"": [""Sweden"", ""Sweden""], ""miscellaneous"": []}"
10021,train,0,"Cevaer ( France ) , Thomas Bjorn ( Denmark ) , Tony Johnstone","{""person"": [""Cevaer"", ""Thomas Bjorn"", ""Tony Johnstone""], ""organization"": [], ""location"": [""France"", ""Denmark""], ""miscellaneous"": []}"
10022,train,0,"( Zimbabwe ) , Padraig Harrington ( Ireland ) , Pedro Linhart","{""person"": [""Padraig Harrington"", ""Pedro Linhart""], ""organization"": [], ""location"": [""Zimbabwe"", ""Ireland""], ""miscellaneous"": []}"
10023,train,0,"( Spain ) , David Carter","{""person"": [""David Carter""], ""organization"": [], ""location"": [""Spain""], ""miscellaneous"": []}"
10024,train,0,"73 Ross McFarlane , Domingo Hospital ( Spain ) , Seve Ballesteros","{""person"": [""Ross McFarlane"", ""Domingo Hospital"", ""Seve Ballesteros""], ""organization"": [], ""location"": [""Spain""], ""miscellaneous"": []}"
10025,train,0,"( Spain ) , Paul Broadhurst , Greg Turner ( New Zealand ) , Mike","{""person"": [""Paul Broadhurst"", ""Greg Turner"", ""Mike""], ""organization"": [], ""location"": [""Spain"", ""New Zealand""], ""miscellaneous"": []}"
10026,train,0,"Harwood ( Australia ) , Brenden Pappas ( South Africa ) , Peter","{""person"": [""Harwood"", ""Brenden Pappas"", ""Peter""], ""organization"": [], ""location"": [""Australia"", ""South Africa""], ""miscellaneous"": []}"
10027,train,0,"Teravainen ( U.S. ) , Jean Van de Velde ( France ) , Oyvind Rojahn","{""person"": [""Teravainen"", ""Jean Van de Velde"", ""Oyvind Rojahn""], ""organization"": [], ""location"": [""U.S."", ""France""], ""miscellaneous"": []}"
10028,train,0,"( Norway ) , Stephen McAllister , Neal Briggs","{""person"": [""Stephen McAllister"", ""Neal Briggs""], ""organization"": [], ""location"": [""Norway""], ""miscellaneous"": []}"
10029,train,0,Note : 77 players to complete their first rounds on Thursday,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
10030,train,0,CYCLING - KELLY WINS WORLD TIME TRIAL TITLE .,"{""person"": [""KELLY""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
10031,train,0,"MANCHESTER , England 1996-08-28","{""person"": [], ""organization"": [], ""location"": [""MANCHESTER"", ""England""], ""miscellaneous"": []}"
10032,train,0,"Shane Kelly of Australia retained the world one-kilometre time trial title at the world track championships on Wednesday , with a track record time of one minute 2.777 seconds .","{""person"": [""Shane Kelly""], ""organization"": [], ""location"": [""Australia""], ""miscellaneous"": []}"
10033,train,0,Kelly averaged 57.345 kph to beat Soren Lausgberg of Germany by eighteen hundredths of a second .,"{""person"": [""Kelly"", ""Soren Lausgberg""], ""organization"": [], ""location"": [""Germany""], ""miscellaneous"": []}"
10034,train,0,"The bronze medal went to another German , Jan Van Eijden , in 1:04.541 .","{""person"": [""Jan Van Eijden""], ""organization"": [], ""location"": [], ""miscellaneous"": [""German""]}"
10035,train,0,CYCLING - VAN HEESWIJK WINS SECOND STAGE OF TOUR OF NETHERLANDS .,"{""person"": [""VAN HEESWIJK""], ""organization"": [], ""location"": [], ""miscellaneous"": [""TOUR OF NETHERLANDS""]}"
10036,train,0,"ALMERE , Netherlands 1996-08-28","{""person"": [], ""organization"": [], ""location"": [""ALMERE"", ""Netherlands""], ""miscellaneous"": []}"
10037,train,0,Leading placings in,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
10038,train,0,the 195-km second stage of the Tour of the Netherlands between,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Tour of the Netherlands""]}"
10039,train,0,Haarlem and Almere on Wednesday :,"{""person"": [], ""organization"": [], ""location"": [""Haarlem"", ""Almere""], ""miscellaneous"": []}"
